,UDI,Type,air_temperature,process_temperature,rotational_speed_actual,torque,tool_wear,machine_failure,TWF,HDF,PWF,OSF,RNF,H,L,M,rotational_speed_normalised
994,680,L,297.8,309.2,1372,47.3,15.0,0,0,0,0,0,0,0,1,0,0.3157622301434962
995,6076,L,301.0,310.9,1813,28.5,197.0,0,0,0,0,0,0,0,1,0,0.315762230164901
996,6187,M,301.1,311.0,1413,46.6,108.0,0,0,0,0,0,0,0,0,1,0.3157622301467457
997,6553,L,301.4,310.7,1786,26.1,123.0,0,0,0,0,0,0,0,1,0,0.3157622301641658
998,9567,L,299.8,311.1,1603,35.1,179.0,0,0,0,0,0,0,0,1,0,0.3157622301576988
999,5998,M,300.5,310.2,1571,34.6,228.0,0,0,0,0,0,0,0,0,1,0.315762230156228
1000,5157,L,304.2,313.4,1482,41.4,32.0,0,0,0,0,0,0,0,1,0,0.3157622301514057
1001,9372,L,297.7,308.4,1289,51.3,82.0,0,0,0,0,0,0,0,1,0,0.3157622301355227
1002,8695,L,297.2,310.0115802171291,1766,25.8,7.0,0,0,0,0,0,0,0,1,0,0.3157622301635906
1003,3572,M,301.7,310.6,1691,27.7,105.0,0,0,0,0,0,0,0,0,1,0.315762230161172
1004,6569,L,301.3,310.6,1521,36.3,166.0,0,0,0,0,0,0,0,1,0,0.3157622301536637
1005,5356,H,303.3,312.5,1328,49.8,120.0,0,0,0,0,0,0,1,0,0,0.3157622301395279
1006,3850,L,302.3,311.0,1561,37.2,108.0,0,0,0,0,0,0,0,1,0,0.3157622301557423
1007,4026,H,302.1,311.0,1729,26.1,210.0,0,0,0,0,0,0,1,0,0,0.315762230162452
1008,6364,M,300.0,309.6,1618,36.2,53.0,0,0,0,0,0,0,0,0,1,0.3157622301583471
1009,7253,H,300.2,310.4,1501,42.9,212.0,0,0,0,0,0,0,1,0,0,0.3157622301525362
1010,7291,L,300.3,310.6,1806,24.4,88.0,0,0,0,0,0,0,0,1,0,0.3157622301647148
1011,3254,L,301.1,309.6,1502,48.9,160.0,0,0,0,0,0,0,0,1,0,0.3157622301525941
1012,9616,M,300.1,310.0115802171291,1564,39.9,97.0,0,0,0,0,0,0,0,0,1,0.3157622301558893
1013,2319,L,299.2,308.8,1405,51.4,183.0,0,0,0,0,0,0,0,1,0,0.3157622301461425
1014,5537,M,302.3,311.8,1363,54.0,119.0,1,0,0,0,0,0,0,0,1,0.3157622301427276
1015,3212,L,300.3,309.2,1462,51.4,48.0,0,0,0,0,0,0,0,1,0,0.3157622301501485
1016,858,M,296.1,307.1,1350,53.3,22.0,0,0,0,0,0,0,0,0,1,0.3157622301415794
1017,2331,M,300.1,308.7,1390,49.3,215.0,0,0,0,0,0,0,0,0,1,0.315762230144972
1018,534,L,297.5,309.3,1675,29.8,108.0,0,0,0,0,0,0,0,1,0,0.3157622301605963
1019,3288,M,301.2,310.1,1558,32.6,108.0,0,0,0,0,0,0,0,0,1,0.315762230155594
1020,8611,L,297.4,308.3,1561,38.3,0.0,0,0,0,0,0,0,0,1,0,0.3157622301557423
1021,4235,H,302.2,310.9,1522,35.9,61.0,0,0,0,0,0,0,1,0,0,0.3157622301537184
1022,8220,L,299.0,310.4,1504,34.3,48.0,0,0,0,0,0,0,0,1,0,0.3157622301527094
1023,6854,L,300.9,310.0115802171291,1417,40.7,24.0,0,0,0,0,0,0,0,1,0,0.3157622301470421
1024,2188,M,299.8,309.4,1439,47.4,57.0,0,0,0,0,0,0,0,0,1,0.3157622301486114
1025,541,L,300.1,309.4,1473,45.5,94.0,0,0,0,0,0,0,0,1,0,0.3157622301508487
1026,9817,M,298.5,309.2,1721,29.4,170.0,0,0,0,0,0,0,0,0,1,0.3157622301621922
1027,5678,L,302.3,311.8,1281,51.7,61.0,0,0,0,0,0,0,0,1,0,0.3157622301346374
1028,8794,L,297.4,308.5,1782,25.9,54.0,0,0,0,0,0,0,0,1,0,0.3157622301640529
1029,2197,M,299.7,308.9,1551,35.4,82.0,0,0,0,0,0,0,0,0,1,0.3157622301552434
1030,1099,M,296.9,307.4,1521,37.9,27.0,0,0,0,0,0,0,0,0,1,0.3157622301536637
1031,1550,L,298.4,308.9,1706,29.5,107.0,0,0,0,0,0,0,0,1,0,0.3157622301616914
1032,4709,L,303.4,311.7,1793,25.8,161.0,0,0,0,0,0,0,0,1,0,0.3157622301643609
1033,6014,L,300.1,310.0115802171291,1597,30.5,38.0,0,0,0,0,0,0,0,1,0,0.3157622301574323
1034,5564,M,302.3,311.7,1640,31.5,199.0,0,0,0,0,0,0,0,0,1,0.3157622301592538
1035,1745,M,300.1,308.0,1461,51.9,157.0,0,0,0,0,0,0,0,0,1,0.3157622301500837
1036,4945,M,303.6,312.7,1765,27.5,115.0,0,0,0,0,0,0,0,0,1,0.3157622301635611
1037,6215,L,300.9,310.7,1392,44.2,97.0,0,0,0,0,0,0,0,1,0,0.3157622301451312
1038,259,L,298.1,308.2,1482,37.9,17.0,0,0,0,0,0,0,0,1,0,0.3157622301514057
1039,8504,L,298.5,309.8,1468,40.9,157.0,0,0,0,0,0,0,0,1,0,0.3157622301505332
1040,6281,M,301.2,310.7,1527,41.1,53.0,0,0,0,0,0,0,0,0,1,0.3157622301539901
1041,853,M,296.3,307.3,1368,49.5,10.0,0,0,0,0,0,0,0,0,1,0.3157622301431573
1042,2665,M,299.9,309.4,1487,42.2,198.0,0,0,0,0,0,0,0,0,1,0.315762230151709
1043,234,L,300.1,308.4,1512,34.9,181.0,0,0,0,0,0,0,0,1,0,0.315762230153164
1044,2406,L,299.1,308.7,1498,38.9,181.0,0,0,0,0,0,0,0,1,0,0.3157622301523617
1045,5108,L,300.1,313.2,1540,44.4,119.0,0,0,0,0,0,0,0,1,0,0.3157622301546791
1046,8130,L,300.0,311.3,1520,39.2,43.0,0,0,0,0,0,0,0,1,0,0.3157622301536088
1047,2385,M,300.1,308.3,1506,38.0,125.0,0,0,0,0,0,0,0,0,1,0.315762230152824
1048,5256,M,303.5,313.0,1403,51.9,77.0,0,0,0,0,0,0,0,0,1,0.3157622301459895
1049,8096,L,300.2,311.7,1493,48.3,167.0,0,0,0,0,0,0,0,1,0,0.3157622301520675
1050,4367,L,302.0,309.9,1388,51.4,183.0,0,0,0,0,0,0,0,1,0,0.315762230144812
1051,4903,L,303.6,312.3,1616,29.3,226.0,0,0,0,0,0,0,0,1,0,0.3157622301582621
1052,1166,L,297.1,308.1,1487,34.6,208.0,0,0,0,0,0,0,0,1,0,0.315762230151709
1053,4434,H,302.4,310.2,1435,44.9,127.0,0,0,0,0,0,0,1,0,0,0.3157622301483334
1054,8756,M,297.4,308.7,1582,31.9,161.0,0,0,0,0,0,0,0,0,1,0.3157622301567476
1055,7502,L,300.2,311.7,1640,30.8,191.0,0,0,0,0,0,0,0,1,0,0.3157622301592538
1056,6490,M,300.7,309.8,1490,38.8,173.0,0,0,0,0,0,0,0,0,1,0.315762230151889
1057,4992,M,303.9,313.0,1475,41.0,11.0,0,0,0,0,0,0,0,0,1,0.3157622301509737
1058,7009,L,300.5,310.6,1368,49.6,108.0,0,0,0,0,0,0,0,1,0,0.3157622301431573
1059,2418,L,298.9,308.3,1576,36.6,7.0,0,0,0,0,0,0,0,1,0,0.315762230156466
1060,6255,L,300.1,310.5,1408,47.0,202.0,0,0,0,0,0,0,0,1,0,0.3157622301463704
1061,2172,L,299.5,310.0115802171291,1502,44.6,13.0,0,0,0,0,0,0,0,1,0,0.3157622301525941
1062,3923,M,300.1,311.4,1757,29.5,151.0,0,0,0,0,0,0,0,0,1,0.3157622301633228
1063,9390,L,297.6,308.0,1258,57.4,139.0,0,0,0,0,0,0,0,1,0,0.3157622301319596
1064,3761,L,300.1,310.9,1377,46.8,166.0,1,0,1,0,0,0,0,1,0,0.3157622301439143
1065,7525,L,300.2,311.5,1639,31.1,31.0,0,0,0,0,0,0,0,1,0,0.3157622301592138
1066,9884,H,298.7,309.6,1654,34.3,136.0,0,0,0,0,0,0,1,0,0,0.3157622301598051
1067,1933,M,298.1,308.0,1686,29.3,108.0,0,0,0,0,0,0,0,0,1,0.3157622301609945
1068,5060,L,303.9,310.0115802171291,1419,47.9,108.0,0,0,0,0,0,0,0,1,0,0.3157622301471889
1069,8629,L,297.5,308.4,1747,31.0,45.0,0,0,0,0,0,0,0,1,0,0.3157622301630184
1070,8965,M,300.1,307.9,1456,44.9,85.0,0,0,0,0,0,0,0,0,1,0.3157622301497572
1071,9452,H,298.0,308.7,1536,39.6,99.0,0,0,0,0,0,0,1,0,0,0.3157622301544697
1072,2689,L,299.9,309.4,1322,53.9,33.0,0,0,0,0,0,0,0,1,0,0.3157622301389435
1073,4136,M,301.7,310.3,1787,26.7,33.0,0,0,0,0,0,0,0,0,1,0.3157622301641939
1074,3180,L,300.1,309.3,1570,36.8,189.0,0,0,0,0,0,0,0,1,0,0.31576223015618
1075,9873,L,298.9,309.9,1373,52.1,108.0,0,0,0,0,0,0,0,1,0,0.3157622301435804
1076,2347,L,299.2,308.4,1402,47.7,108.0,0,0,0,0,0,0,0,1,0,0.3157622301459126
1077,8581,L,297.5,310.0115802171291,1631,30.6,146.0,0,0,0,0,0,0,0,1,0,0.3157622301588891
1078,3423,L,301.5,310.4,1629,34.1,151.0,0,0,0,0,0,0,0,1,0,0.3157622301588069
1079,5219,L,303.8,312.9,1589,37.2,203.0,0,0,0,0,0,0,0,1,0,0.3157622301570705
1080,436,L,297.4,308.3,1493,41.2,43.0,0,0,0,0,0,0,0,1,0,0.3157622301520675
1081,8753,M,297.4,308.5,1465,55.9,153.0,0,0,0,0,0,0,0,0,1,0.3157622301503416
1082,6265,L,300.9,310.4,1541,39.1,17.0,0,0,0,0,0,0,0,1,0,0.3157622301547311
1083,398,M,300.1,308.3,1774,28.9,166.0,0,0,0,0,0,0,0,0,1,0.3157622301638239
1084,2742,L,299.6,309.0,1378,51.9,162.0,0,0,0,0,0,0,0,1,0,0.3157622301439972
1085,3846,L,302.3,311.0,1591,32.7,171.0,0,0,0,0,0,0,0,1,0,0.3157622301571616
1086,3231,L,300.6,309.4,1556,36.0,98.0,0,0,0,0,0,0,0,1,0,0.3157622301554945
1087,2024,L,298.7,308.5,1444,54.2,62.0,0,0,0,0,0,0,0,1,0,0.3157622301489542
1088,3260,M,301.2,310.0,1625,31.6,173.0,0,0,0,0,0,0,0,0,1,0.3157622301586412
1089,8909,L,297.2,308.5,1518,44.3,163.0,0,0,0,0,0,0,0,1,0,0.3157622301534985
1090,6275,M,301.2,310.7,1543,32.9,40.0,0,0,0,0,0,0,0,0,1,0.3157622301548347
1091,1631,L,297.9,307.9,1412,44.5,85.0,0,0,0,0,0,0,0,1,0,0.3157622301466711
1092,4617,L,303.1,310.0115802171291,1829,24.5,159.0,0,0,0,0,0,0,0,1,0,0.3157622301653157
1093,6258,L,301.1,310.7,1376,49.1,0.0,0,0,0,0,0,0,0,1,0,0.3157622301438312
1094,9824,M,298.5,309.3,1488,43.7,189.0,0,0,0,0,0,0,0,0,1,0.3157622301517692
1095,2079,M,299.4,310.0115802171291,1692,28.4,201.0,0,0,0,0,0,0,0,0,1,0.3157622301612072
1096,7412,L,300.0,310.0115802171291,1425,47.8,179.0,0,0,0,0,0,0,0,1,0,0.3157622301476244
1097,9141,L,297.5,308.5,1373,39.9,110.0,0,0,0,0,0,0,0,1,0,0.3157622301435804
1098,7467,H,300.3,311.6,1801,23.6,97.0,0,0,0,0,0,0,1,0,0,0.31576223016458
1099,9191,M,300.1,309.0,1439,38.5,34.0,0,0,0,0,0,0,0,0,1,0.3157622301486114
1100,6297,L,301.0,310.5,1429,39.4,98.0,0,0,0,0,0,0,0,1,0,0.3157622301479105
1101,9596,H,299.0,310.1,1432,50.0,45.0,0,0,0,0,0,0,1,0,0,0.3157622301481229
1102,6087,L,300.9,310.8,1482,37.0,5.0,0,0,0,0,0,0,0,1,0,0.3157622301514057
1103,5841,M,301.3,311.1,1581,30.9,31.0,0,0,0,0,0,0,0,0,1,0.3157622301567009
1104,7743,M,300.5,311.9,1323,57.9,155.0,0,0,0,0,0,0,0,0,1,0.3157622301390417
1105,7214,M,299.8,309.8,1427,45.2,106.0,0,0,0,0,0,0,0,0,1,0.3157622301477679
1106,7680,L,300.7,311.7,1635,32.4,213.0,0,0,0,0,0,0,0,1,0,0.3157622301590522
1107,99,L,298.9,308.8,1529,32.7,53.0,0,0,0,0,0,0,0,1,0,0.3157622301540976
1108,9910,L,298.7,309.1,1607,32.7,2.0,0,0,0,0,0,0,0,1,0,0.3157622301578741
1109,7179,L,300.2,310.2,1600,31.5,23.0,0,0,0,0,0,0,0,1,0,0.3157622301575661
1110,3626,M,302.1,311.4,1467,43.4,33.0,0,0,0,0,0,0,0,0,1,0.3157622301504695
1111,2729,L,299.7,309.3,1779,25.5,129.0,0,0,0,0,0,0,0,1,0,0.3157622301639676
1112,1471,L,298.5,309.7,1437,42.6,120.0,0,0,0,0,0,0,0,1,0,0.3157622301484728
1113,1382,M,298.8,310.2,1583,35.7,116.0,0,0,0,0,0,0,0,0,1,0.315762230156794
1114,1480,L,298.2,309.3,1355,43.8,108.0,0,0,0,0,0,0,0,1,0,0.3157622301420265
1115,3187,M,300.2,309.4,1456,48.8,205.0,0,0,0,0,0,0,0,0,1,0.3157622301497572
1116,7223,M,299.8,309.7,1320,61.7,134.0,0,0,0,0,0,0,0,0,1,0.3157622301387462
1117,8459,L,298.7,309.9,1753,26.8,40.0,0,0,0,0,0,0,0,1,0,0.3157622301632019
1118,1093,M,296.9,307.6,1685,32.0,10.0,0,0,0,0,0,0,0,0,1,0.3157622301609588
1119,8655,M,297.4,308.4,1441,46.8,116.0,0,0,0,0,0,0,0,0,1,0.3157622301487491
1120,4786,H,303.9,310.0115802171291,1401,50.0,129.0,0,0,0,0,0,0,1,0,0,0.3157622301458355
1121,6956,L,300.7,311.2,1399,47.9,80.0,0,0,0,0,0,0,0,1,0,0.3157622301456806
1122,8780,M,297.5,308.6,1349,51.5,21.0,0,0,0,0,0,0,0,0,1,0.3157622301414892
1123,2966,M,300.7,309.5,1838,24.9,66.0,0,0,0,0,0,0,0,0,1,0.3157622301655423
1124,9540,L,299.4,310.8,1424,47.7,109.0,0,0,0,0,0,0,0,1,0,0.3157622301475524
1125,1747,L,298.4,308.0,1526,41.1,162.0,0,0,0,0,0,0,0,1,0,0.315762230153936
1126,182,H,298.2,308.3,1824,24.2,49.0,0,0,0,0,0,0,1,0,0,0.3157622301651877
1127,9293,L,300.1,309.0,1643,34.1,91.0,0,0,0,0,0,0,0,1,0,0.3157622301593736
1128,5448,L,300.1,312.8,1465,44.1,109.0,0,0,0,0,0,0,0,1,0,0.3157622301503416
1129,7461,L,300.0,311.5,1445,41.6,81.0,0,0,0,0,0,0,0,1,0,0.3157622301490221
1130,2156,L,299.3,308.8,1341,47.7,199.0,0,0,0,0,0,0,0,1,0,0.3157622301407571
1131,1234,M,297.2,308.5,1364,55.6,163.0,0,0,0,0,0,0,0,0,1,0.3157622301428141
1132,8908,M,297.2,308.6,1404,43.7,160.0,0,0,0,0,0,0,0,0,1,0.3157622301460661
1133,7441,L,300.0,311.4,1655,29.6,108.0,0,0,0,0,0,0,0,1,0,0.3157622301598437
1134,4197,M,302.5,311.0,1563,35.6,190.0,0,0,0,0,0,0,0,0,1,0.3157622301558405
1135,7861,L,300.5,312.0,1415,44.6,23.0,0,0,0,0,0,0,0,1,0,0.3157622301468943
1136,450,L,297.6,308.7,1622,37.9,79.0,0,0,0,0,0,0,0,1,0,0.3157622301585158
1137,1191,L,297.2,308.4,1460,42.1,41.0,0,0,0,0,0,0,0,1,0,0.3157622301500188
1138,8872,M,297.9,309.1,1558,39.2,108.0,0,0,0,0,0,0,0,0,1,0.315762230155594
1139,8153,L,299.5,310.7,1438,45.7,106.0,0,0,0,0,0,0,0,1,0,0.3157622301485422
1140,7826,M,299.9,311.2,1579,35.5,162.0,0,0,0,0,0,0,0,0,1,0.3157622301566073
1141,9377,H,297.7,310.0115802171291,1738,27.7,96.0,0,0,0,0,0,0,1,0,0,0.3157622301627382
1142,5884,L,301.4,311.1,1800,26.0,135.0,0,0,0,0,0,0,0,1,0,0.3157622301645528
1143,7618,L,300.5,311.4,1556,45.3,58.0,0,0,0,0,0,0,0,1,0,0.3157622301554945
1144,3396,L,301.4,310.5,1647,33.3,85.0,0,0,0,0,0,0,0,1,0,0.3157622301595319
1145,94,L,299.1,309.0,1450,43.0,40.0,0,0,0,0,0,0,0,1,0,0.3157622301493591
1146,9102,H,300.1,310.0115802171291,1653,31.4,9.0,0,0,0,0,0,0,1,0,0,0.3157622301597663
1147,9556,H,299.4,310.8,1585,31.4,149.0,0,0,0,0,0,0,1,0,0,0.3157622301568867
1148,9710,M,299.0,310.0,1486,34.6,91.0,0,0,0,0,0,0,0,0,1,0.3157622301516487
1149,444,H,297.4,308.5,1469,45.1,63.0,0,0,0,0,0,0,1,0,0,0.3157622301505966
1150,3694,L,302.1,311.3,1521,31.5,202.0,0,0,0,0,0,0,0,1,0,0.3157622301536637
1151,2887,H,300.5,309.5,1635,34.2,62.0,0,0,0,0,0,0,1,0,0,0.3157622301590522
1152,5272,L,303.6,313.0,1534,39.7,115.0,0,0,0,0,0,0,0,1,0,0.3157622301543641
1153,8224,L,299.1,310.5,1329,54.9,58.0,0,0,0,0,0,0,0,1,0,0.3157622301396242
1154,9464,M,298.5,309.3,1552,36.8,133.0,0,0,0,0,0,0,0,0,1,0.315762230155294
1155,4110,M,301.9,310.6,1475,47.8,179.0,0,0,0,0,0,0,0,0,1,0.3157622301509737
1156,6681,L,301.5,310.8,1417,49.7,5.0,0,0,0,0,0,0,0,1,0,0.3157622301470421
1157,2303,L,299.2,308.5,1515,39.8,141.0,0,0,0,0,0,0,0,1,0,0.315762230153332
1158,4007,L,302.1,311.2,1492,45.0,162.0,0,0,0,0,0,0,0,1,0,0.3157622301520082
1159,2507,M,299.2,309.1,1503,34.7,6.0,0,0,0,0,0,0,0,0,1,0.3157622301526518
1160,2205,M,299.7,309.1,1352,46.1,102.0,0,0,0,0,0,0,0,0,1,0.315762230141759
1161,6202,M,300.1,310.9,1510,44.5,66.0,0,0,0,0,0,0,0,0,1,0.3157622301530513
1162,4350,L,301.9,309.7,1595,31.4,133.0,0,0,0,0,0,0,0,1,0,0.3157622301573425
1163,8912,L,297.1,308.3,1773,23.8,169.0,0,0,0,0,0,0,0,1,0,0.315762230163795
1164,1660,L,298.1,308.0,1697,31.0,164.0,0,0,0,0,0,0,0,1,0,0.315762230161382
1165,740,L,296.9,308.4,1390,41.8,184.0,0,0,0,0,0,0,0,1,0,0.315762230144972
1166,242,L,298.0,308.1,1777,24.3,200.0,0,0,0,0,0,0,0,1,0,0.3157622301639103
1167,9890,H,298.8,309.6,1516,40.2,152.0,0,0,0,0,0,0,1,0,0,0.3157622301533876
1168,5939,L,300.1,310.0115802171291,1702,33.1,108.0,0,0,0,0,0,0,0,1,0,0.3157622301615548
1169,9052,L,297.4,310.0115802171291,1820,24.6,79.0,0,0,0,0,0,0,0,1,0,0.3157622301650843
1170,3623,L,300.1,311.3,1509,39.9,25.0,0,0,0,0,0,0,0,1,0,0.3157622301529947
1171,1722,L,298.2,307.7,1688,32.4,91.0,0,0,0,0,0,0,0,1,0,0.3157622301610657
1172,8233,L,299.1,310.6,1326,49.7,78.0,0,0,0,0,0,0,0,1,0,0.3157622301393343
1173,1281,H,298.3,310.0115802171291,1521,37.1,84.0,0,0,0,0,0,0,1,0,0,0.3157622301536637
1174,2404,H,299.2,308.7,1448,51.4,173.0,0,0,0,0,0,0,1,0,0,0.315762230149225
1175,8237,L,299.2,310.6,1498,41.1,88.0,0,0,0,0,0,0,0,1,0,0.3157622301523617
1176,2504,L,299.2,309.0,1408,47.2,108.0,0,0,0,0,0,0,0,1,0,0.3157622301463704
1177,8073,H,300.1,312.0,1375,43.2,108.0,0,0,0,0,0,0,1,0,0,0.3157622301437479
1178,8524,H,298.3,309.3,1529,41.7,5.0,0,0,0,0,0,0,1,0,0,0.3157622301540976
1179,721,L,297.4,308.9,1809,23.8,131.0,0,0,0,0,0,0,0,1,0,0.315762230164795
1180,7756,M,300.4,311.8,1362,47.6,188.0,0,0,0,0,0,0,0,0,1,0.315762230142641
1181,3033,M,300.6,309.8,1447,42.9,12.0,0,0,0,0,0,0,0,0,1,0.3157622301491575
1182,7699,L,300.6,311.5,1419,38.6,31.0,0,0,0,0,0,0,0,1,0,0.3157622301471889
1183,8738,L,300.1,310.0115802171291,1556,36.7,114.0,0,0,0,0,0,0,0,1,0,0.3157622301554945
1184,6401,L,300.1,309.7,1601,35.8,160.0,0,0,0,0,0,0,0,1,0,0.3157622301576104
1185,2398,L,300.1,308.6,1582,38.8,156.0,0,0,0,0,0,0,0,1,0,0.3157622301567476
1186,2563,L,299.3,309.1,1551,39.1,108.0,0,0,0,0,0,0,0,1,0,0.3157622301552434
1187,824,M,296.6,307.5,1482,39.9,153.0,0,0,0,0,0,0,0,0,1,0.3157622301514057
1188,5693,M,302.4,311.9,1313,55.7,102.0,0,0,0,0,0,0,0,0,1,0.3157622301380459
1189,8602,H,300.1,308.2,1359,46.9,199.0,0,0,0,0,0,0,1,0,0,0.3157622301423792
1190,7704,H,300.7,311.7,1864,23.6,47.0,0,0,0,0,0,0,1,0,0,0.3157622301661718
1191,2028,L,298.7,308.4,1750,25.8,108.0,0,0,0,0,0,0,0,1,0,0.3157622301631105
1192,5714,L,302.2,310.0115802171291,1596,38.0,156.0,0,0,0,0,0,0,0,1,0,0.3157622301573875
1193,5531,M,302.3,311.8,1355,50.1,104.0,0,0,0,0,0,0,0,0,1,0.3157622301420265
1194,3539,L,302.0,311.1,1635,36.0,23.0,0,0,0,0,0,0,0,1,0,0.3157622301590522
1195,8377,L,300.1,309.8,1334,49.3,42.0,0,0,0,0,0,0,0,1,0,0.3157622301401014
1196,7217,M,300.0,309.9,1651,28.1,114.0,0,0,0,0,0,0,0,0,1,0.3157622301596886
1197,7431,M,300.0,311.4,1384,46.1,7.0,0,0,0,0,0,0,0,0,1,0.315762230144489
1198,7873,L,300.6,312.3,1532,37.2,54.0,0,0,0,0,0,0,0,1,0,0.315762230154258
1199,751,L,296.7,308.0,1535,36.8,210.0,0,0,0,0,0,0,0,1,0,0.3157622301544169
1200,8420,L,299.0,310.3,1431,39.9,157.0,0,0,0,0,0,0,0,1,0,0.3157622301480523
1201,6666,L,301.3,310.4,1440,41.5,197.0,0,0,0,0,0,0,0,1,0,0.3157622301486803
1202,489,L,297.4,309.2,1584,42.8,186.0,0,0,0,0,0,0,0,1,0,0.3157622301568404
1203,1122,L,296.6,307.6,1459,40.2,96.0,0,0,0,0,0,0,0,1,0,0.3157622301499537
1204,8828,L,297.2,308.7,1463,49.9,146.0,0,0,0,0,0,0,0,1,0,0.3157622301502131
1205,6165,H,300.9,310.0115802171291,1656,30.7,200.0,0,0,0,0,0,0,1,0,0,0.3157622301598822
1206,1643,H,300.1,307.8,1588,35.4,114.0,0,0,0,0,0,0,1,0,0,0.3157622301570247
1207,4629,M,303.0,311.1,1597,36.7,191.0,0,0,0,0,0,0,0,0,1,0.3157622301574323
1208,1793,M,298.1,307.7,1445,48.0,73.0,0,0,0,0,0,0,0,0,1,0.3157622301490221
1209,2046,M,299.3,309.1,1703,31.3,120.0,0,0,0,0,0,0,0,0,1,0.315762230161589
1210,6890,H,300.9,311.4,1387,42.7,121.0,0,0,0,0,0,0,1,0,0,0.3157622301447316
1211,6469,L,300.5,309.8,1507,42.5,117.0,0,0,0,0,0,0,0,1,0,0.3157622301528811
1212,1726,M,298.3,307.8,1392,50.4,101.0,0,0,0,0,0,0,0,0,1,0.3157622301451312
1213,7736,L,300.6,312.0,1406,55.1,136.0,0,0,0,0,0,0,0,1,0,0.3157622301462187
1214,9385,M,297.6,308.1,1379,57.4,122.0,0,0,0,0,0,0,0,0,1,0.3157622301440798
1215,7097,L,300.6,310.2,1489,47.8,21.0,0,0,0,0,0,0,0,1,0,0.3157622301518292
1216,710,M,297.6,308.8,1357,49.7,104.0,0,0,0,0,0,0,0,0,1,0.3157622301422034
1217,851,L,296.3,307.3,1567,31.4,5.0,0,0,0,0,0,0,0,1,0,0.3157622301560353
1218,4194,L,302.4,311.1,1634,34.2,184.0,0,0,0,0,0,0,0,1,0,0.3157622301590116
1219,4642,H,303.1,311.3,1494,42.7,221.0,0,0,0,0,0,0,1,0,0,0.3157622301521267
1220,6919,L,301.0,311.5,1559,31.8,195.0,0,0,0,0,0,0,0,1,0,0.3157622301556436
1221,8118,L,300.3,311.7,1406,47.5,14.0,0,0,0,0,0,0,0,1,0,0.3157622301462187
1222,2927,L,300.7,309.7,1507,52.4,163.0,0,0,0,0,0,0,0,1,0,0.3157622301528811
1223,5855,L,301.2,310.9,1416,53.3,66.0,0,0,0,0,0,0,0,1,0,0.3157622301469683
1224,8173,L,300.1,311.4,1596,28.9,160.0,0,0,0,0,0,0,0,1,0,0.3157622301573875
1225,467,L,297.2,308.5,1550,41.5,108.0,0,0,0,0,0,0,0,1,0,0.3157622301551928
1226,7287,M,300.1,310.0115802171291,1480,37.1,108.0,0,0,0,0,0,0,0,0,1,0.3157622301512831
1227,6947,L,300.7,311.2,1486,46.8,108.0,0,0,0,0,0,0,0,1,0,0.3157622301516487
1228,7023,L,300.7,310.5,1561,33.2,48.0,0,0,0,0,0,0,0,1,0,0.3157622301557423
1229,5772,L,301.6,311.2,1525,43.7,91.0,0,0,0,0,0,0,0,1,0,0.3157622301538819
1230,6998,M,300.6,310.0115802171291,1566,38.2,187.0,0,0,0,0,0,0,0,0,1,0.3157622301559867
1231,536,H,297.4,309.3,1365,52.4,76.0,0,0,0,0,0,0,1,0,0,0.3157622301429003
1232,6252,M,300.8,310.2,1598,36.5,195.0,0,0,0,0,0,0,0,0,1,0.315762230157477
1233,9467,L,298.6,310.0115802171291,1471,48.0,141.0,0,0,0,0,0,0,0,1,0,0.3157622301507231
1234,2995,L,300.5,309.8,1461,52.5,146.0,0,0,0,0,0,0,0,1,0,0.3157622301500837
1235,5628,L,302.7,312.1,1597,39.8,153.0,0,0,0,0,0,0,0,1,0,0.3157622301574323
1236,764,L,296.7,307.8,1400,47.5,3.0,0,0,0,0,0,0,0,1,0,0.3157622301457582
1237,43,M,298.8,309.1,1368,49.1,117.0,0,0,0,0,0,0,0,0,1,0.3157622301431573
1238,9378,H,297.7,308.3,1488,41.0,101.0,0,0,0,0,0,0,1,0,0,0.3157622301517692
1239,3500,L,300.1,311.0,1353,43.8,130.0,0,0,0,0,0,0,0,1,0,0.3157622301418484
1240,9046,L,297.4,308.4,1603,34.6,65.0,0,0,0,0,0,0,0,1,0,0.3157622301576988
1241,6117,L,300.8,310.9,1453,43.9,84.0,0,0,0,0,0,0,0,1,0,0.315762230149559
1242,7093,L,300.7,310.2,1493,35.9,10.0,0,0,0,0,0,0,0,1,0,0.3157622301520675
1243,5514,M,302.8,312.2,1452,50.3,60.0,0,0,0,0,0,0,0,0,1,0.3157622301494926
1244,9518,L,298.9,310.1,1523,39.1,53.0,0,0,0,0,0,0,0,1,0,0.3157622301537731
1245,8198,M,299.4,310.7,1492,45.7,219.0,0,0,0,0,0,0,0,0,1,0.3157622301520082
1246,3241,L,300.9,309.5,1612,35.2,124.0,0,0,0,0,0,0,0,1,0,0.3157622301580908
1247,6607,H,300.1,310.5,1538,44.3,43.0,0,0,0,0,0,0,1,0,0,0.3157622301545746
1248,2601,L,299.3,309.0,1422,47.3,108.0,0,0,0,0,0,0,0,1,0,0.3157622301474077
1249,6322,L,300.7,310.2,1286,64.9,160.0,0,0,0,0,0,0,0,1,0,0.3157622301351934
1250,5133,L,304.1,310.0115802171291,1415,50.0,184.0,0,0,0,0,0,0,0,1,0,0.3157622301468943
