UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,H,L,M,rotational_speed_normalised
8514,M,298.2,309.5,1478,36.5,182.0,0,0,0,0,0,0,0,0,1,0.3157622301511599
2973,M,300.6,309.4,1432,44.2,84.0,0,0,0,0,0,0,0,0,1,0.31576223014812294
7021,L,300.8,310.8,1460,53.8,41.0,0,0,0,0,0,0,0,1,0,0.31576223015001886
2339,L,299.3,308.3,1651,28.0,6.0,0,0,0,0,0,0,0,1,0,0.3157622301596886
8840,M,297.4,310.0115802171291,1376,39.0,181.0,0,0,0,0,0,0,0,0,1,0.3157622301438312
9019,L,297.3,308.1,1615,35.4,217.0,1,1,0,0,0,0,0,1,0,0.31576223015821947
7366,L,299.6,310.1,2057,20.4,60.0,0,0,0,0,0,0,0,1,0,0.3157622301698813
6037,M,300.6,311.0,1401,54.6,94.0,0,0,0,0,0,0,0,0,1,0.31576223014583554
656,L,297.7,309.1,1435,38.8,165.0,0,0,0,0,0,0,0,1,0,0.31576223014833343
3199,M,300.0,309.1,1463,45.7,11.0,0,0,0,0,0,0,0,0,1,0.3157622301502131
5544,L,302.4,311.8,1255,59.0,138.0,0,0,0,0,0,0,0,1,0,0.3157622301315952
5928,L,300.1,310.1,1649,30.5,43.0,0,0,0,0,0,0,0,1,0,0.31576223015961047
4481,H,302.7,310.4,1305,55.2,20.0,1,0,1,0,0,0,1,0,0,0.31576223013722626
2514,L,299.0,308.7,1583,32.5,25.0,0,0,0,0,0,0,0,1,0,0.31576223015679405
2696,L,300.0,309.5,1869,22.7,49.0,0,0,0,0,0,0,0,1,0,0.31576223016628874
2070,H,299.7,309.6,1553,41.0,179.0,0,0,0,0,0,0,1,0,0,0.3157622301553443
4817,L,303.4,312.0,1521,35.9,108.0,1,1,0,0,0,0,0,1,0,0.3157622301536637
2077,L,299.4,309.3,1544,36.0,197.0,0,0,0,0,0,0,0,1,0,0.31576223015488625
6601,M,301.5,310.6,1424,47.0,26.0,0,0,0,0,0,0,0,0,1,0.3157622301475524
4059,M,302.0,310.9,1456,47.2,108.0,0,0,0,0,0,0,0,0,1,0.31576223014975724
3418,L,301.6,310.0115802171291,1621,33.7,137.0,0,0,0,0,0,0,0,1,0,0.3157622301584738
8179,L,299.7,311.2,1352,52.1,108.0,0,0,0,0,0,0,0,1,0,0.315762230141759
4471,L,302.7,310.6,1564,34.3,0.0,0,0,0,0,0,0,0,1,0,0.31576223015588933
8164,L,299.7,311.1,1574,36.4,135.0,0,0,0,0,0,0,0,1,0,0.3157622301563712
6422,L,300.3,309.9,1527,41.4,108.0,0,0,0,0,0,0,0,1,0,0.3157622301539901
6570,M,301.4,310.0115802171291,1375,42.0,168.0,0,0,0,0,0,0,0,0,1,0.3157622301437479
7971,M,300.9,312.1,1297,48.6,76.0,0,0,0,0,0,0,0,0,1,0.31576223013638544
1831,L,297.8,307.3,1859,24.0,178.0,0,0,0,0,0,0,0,1,0,0.3157622301660536
3454,L,301.5,310.4,1425,54.4,7.0,0,0,0,0,0,0,0,1,0,0.31576223014762445
6777,L,301.3,310.6,1451,47.5,42.0,0,0,0,0,0,0,0,1,0,0.315762230149426
6057,L,300.8,310.8,1634,29.2,108.0,0,0,0,0,0,0,0,1,0,0.3157622301590116
9850,L,298.6,309.4,2312,15.5,44.0,0,0,0,0,0,0,0,1,0,0.31576223017301563
8172,H,300.0,311.4,1641,34.5,155.0,0,0,0,0,0,0,1,0,0,0.31576223015929394
4601,L,303.0,311.0,1359,44.2,115.0,1,0,1,0,0,0,0,1,0,0.31576223014237925
689,H,297.6,309.0,1735,26.4,41.0,0,0,0,0,0,0,1,0,0,0.31576223016264354
5680,M,302.2,310.0115802171291,1466,49.0,66.0,0,0,0,0,0,0,0,0,1,0.31576223015040566
8447,L,298.5,309.9,1482,42.1,15.0,0,0,0,0,0,0,0,1,0,0.3157622301514057
2006,L,300.1,308.3,1504,38.0,20.0,0,0,0,0,0,0,0,1,0,0.3157622301527094
9788,H,300.1,310.0115802171291,1420,50.4,82.0,0,0,0,0,0,0,1,0,0,0.31576223014726207
3810,L,302.2,310.8,1350,56.6,76.0,0,0,0,0,0,0,0,1,0,0.3157622301415794
273,L,298.1,308.1,1484,40.4,59.0,0,0,0,0,0,0,0,1,0,0.31576223015152755
9542,M,299.5,310.8,1754,31.3,114.0,0,0,0,0,0,0,0,0,1,0.31576223016323224
5364,L,303.2,312.5,1518,39.9,146.0,0,0,0,0,0,0,0,1,0,0.3157622301534985
3208,M,300.2,309.0,1642,31.2,37.0,0,0,0,0,0,0,0,0,1,0.31576223015933386
4970,L,303.9,312.7,1528,38.4,177.0,0,0,0,0,0,0,0,1,0,0.3157622301540439
2086,L,300.1,309.3,1462,46.7,7.0,0,0,0,0,0,0,0,1,0,0.31576223015014854
8858,L,297.7,308.9,1742,26.3,24.0,0,0,0,0,0,0,0,1,0,0.3157622301628636
6314,L,300.1,310.3,1440,47.6,140.0,0,0,0,0,0,0,0,1,0,0.3157622301486803
7654,L,300.4,311.5,1492,44.6,149.0,0,0,0,0,0,0,0,1,0,0.3157622301520082
3283,L,301.2,309.9,1515,40.9,21.0,0,0,0,0,0,0,0,1,0,0.315762230153332
5079,M,304.3,313.4,1482,43.8,41.0,0,0,0,0,0,0,0,0,1,0.3157622301514057
9164,L,297.6,308.6,1415,47.3,169.0,0,0,0,0,0,0,0,1,0,0.31576223014689436
3127,L,300.0,309.4,1499,35.7,46.0,0,0,0,0,0,0,0,1,0,0.3157622301524201
5474,L,302.7,312.2,1369,51.8,174.0,0,0,0,0,0,0,0,1,0,0.31576223014324245
4587,L,302.7,310.9,1395,48.3,80.0,0,0,0,0,0,0,0,1,0,0.3157622301453681
713,L,297.5,308.7,1453,37.6,112.0,0,0,0,0,0,0,0,1,0,0.31576223014955906
3713,L,302.3,311.5,1543,33.1,39.0,0,0,0,0,0,0,0,1,0,0.3157622301548347
6170,L,300.7,310.5,1448,38.2,218.0,0,0,0,0,0,0,0,1,0,0.315762230149225
7818,H,299.8,311.3,1785,25.4,139.0,0,0,0,0,0,0,1,0,0,0.3157622301641377
2169,M,299.5,309.1,1420,49.5,5.0,0,0,0,0,0,0,0,0,1,0.31576223014726207
9106,M,297.3,310.0115802171291,1677,34.9,21.0,0,0,0,0,0,0,0,0,1,0.3157622301606695
4660,M,303.1,311.2,1489,44.5,27.0,0,0,0,0,0,0,0,0,1,0.3157622301518292
2900,L,300.6,309.4,1410,40.6,99.0,0,0,0,0,0,0,0,1,0,0.3157622301465212
3798,L,302.1,310.8,1622,36.8,45.0,0,0,0,0,0,0,0,1,0,0.3157622301585158
5815,M,301.3,311.0,1402,47.5,197.0,0,0,0,0,0,0,0,0,1,0.31576223014591265
584,H,297.7,309.6,1697,32.2,210.0,0,0,0,0,0,0,1,0,0,0.31576223016138205
2542,H,299.1,310.0115802171291,1553,32.6,108.0,0,0,0,0,0,0,1,0,0,0.3157622301553443
1349,L,298.7,310.2,1363,45.5,28.0,0,0,0,0,0,0,0,1,0,0.31576223014272764
9809,M,298.2,309.0,1441,44.2,147.0,0,0,0,0,0,0,0,0,1,0.3157622301487491
3780,L,302.3,311.0,1657,31.1,3.0,0,0,0,0,0,0,0,1,0,0.31576223015992066
6876,M,300.8,310.0115802171291,1592,32.9,82.0,0,0,0,0,0,0,0,0,1,0.31576223015720706
6773,L,301.3,310.7,1536,39.3,31.0,0,0,0,0,0,0,0,1,0,0.3157622301544697
523,M,297.5,309.5,1448,43.7,46.0,0,0,0,0,0,0,0,0,1,0.315762230149225
3263,L,301.3,310.1,1558,36.3,184.0,0,0,0,0,0,0,0,1,0,0.315762230155594
3909,L,302.3,311.2,1633,36.4,114.0,0,0,0,0,0,0,0,1,0,0.31576223015897087
2674,L,299.8,309.4,1480,40.9,108.0,0,0,0,0,0,0,0,1,0,0.31576223015128313
2921,L,300.7,310.0115802171291,1598,33.7,149.0,0,0,0,0,0,0,0,1,0,0.31576223015747706
2752,L,299.7,310.0115802171291,1417,50.1,187.0,0,0,0,0,0,0,0,1,0,0.31576223014704213
3961,L,302.2,311.4,1390,48.1,40.0,0,0,0,0,0,0,0,1,0,0.31576223014497207
9034,L,300.1,310.0115802171291,1386,41.0,35.0,0,0,0,0,0,0,0,1,0,0.315762230144651
5266,M,303.5,310.0115802171291,1883,23.3,100.0,0,0,0,0,0,0,0,0,1,0.3157622301666092
2462,M,298.9,308.6,1517,39.8,114.0,0,0,0,0,0,0,0,0,1,0.3157622301534432
4594,L,303.0,311.2,1409,41.9,98.0,0,0,0,0,0,0,0,1,0,0.31576223014644594
7882,L,300.8,312.4,1493,39.1,79.0,0,0,0,0,0,0,0,1,0,0.3157622301520675
6288,M,301.1,310.6,1479,41.1,72.0,0,0,0,0,0,0,0,0,1,0.3157622301512216
1165,L,297.1,308.1,1754,30.3,206.0,0,0,0,0,0,0,0,1,0,0.31576223016323224
5952,L,300.7,310.9,1650,29.4,102.0,0,0,0,0,0,0,0,1,0,0.31576223015964955
4833,L,303.5,312.0,1436,45.1,32.0,0,0,0,0,0,0,0,1,0,0.3157622301484032
8242,M,298.9,310.2,2099,20.0,98.0,0,0,0,0,0,0,0,0,1,0.31576223017050953
3765,L,302.4,310.0115802171291,1329,54.6,176.0,0,0,0,0,0,0,0,1,0,0.31576223013962423
6922,L,301.1,311.6,1432,48.1,202.0,0,0,0,0,0,0,0,1,0,0.31576223014812294
5750,H,302.2,311.8,1330,62.4,108.0,0,0,0,0,0,0,1,0,0,0.31576223013972027
4372,L,302.0,309.8,1480,40.0,199.0,0,0,0,0,0,0,0,1,0,0.31576223015128313
8748,L,297.3,308.5,1504,42.0,142.0,0,0,0,0,0,0,0,1,0,0.3157622301527094
8770,M,297.4,308.6,1452,41.2,197.0,0,0,0,0,0,0,0,0,1,0.3157622301494926
7376,M,299.4,309.9,1567,40.6,87.0,0,0,0,0,0,0,0,0,1,0.3157622301560353
4821,M,303.6,310.0115802171291,1627,32.5,7.0,0,0,0,0,0,0,0,0,1,0.31576223015872423
4035,L,302.0,310.8,1615,29.0,108.0,1,1,0,0,0,0,0,1,0,0.31576223015821947
3772,M,302.3,311.0,1384,49.7,192.0,0,0,0,0,0,0,0,0,1,0.31576223014448906
5204,M,303.7,312.6,1671,30.5,163.0,0,0,0,0,0,0,0,0,1,0.31576223016044874
6584,M,301.5,310.5,1503,38.2,200.0,0,0,0,0,0,0,0,0,1,0.31576223015265187
8477,L,298.5,309.6,1585,32.2,89.0,0,0,0,0,0,0,0,1,0,0.3157622301568867
5061,L,304.0,312.8,1542,42.7,198.0,0,0,0,0,0,0,0,1,0,0.315762230154783
7415,L,300.1,311.1,1619,33.4,186.0,0,0,0,0,0,0,0,1,0,0.31576223015838945
6279,L,301.2,310.7,1568,38.3,49.0,0,0,0,0,0,0,0,1,0,0.3157622301560836
4907,H,303.6,312.4,1436,45.6,9.0,0,0,0,0,0,0,1,0,0,0.3157622301484032
9766,L,298.6,309.6,1472,39.1,14.0,0,0,0,0,0,0,0,1,0,0.31576223015078597
7930,M,300.6,311.6,1669,29.2,200.0,0,0,0,0,0,0,0,0,1,0.3157622301603744
4401,L,302.3,310.0115802171291,1353,50.9,36.0,1,0,1,0,0,0,0,1,0,0.31576223014184845
3587,L,300.1,310.5,1593,34.9,139.0,0,0,0,0,0,0,0,1,0,0.31576223015725235
9838,M,298.4,309.3,1355,50.6,8.0,0,0,0,0,0,0,0,0,1,0.3157622301420265
9259,H,298.3,309.0,1379,43.2,0.0,0,0,0,0,0,0,1,0,0,0.3157622301440798
952,H,300.1,310.0115802171291,1509,35.8,60.0,0,0,0,0,0,0,1,0,0,0.3157622301529947
113,M,298.8,308.7,1498,39.5,89.0,0,0,0,0,0,0,0,0,1,0.3157622301523617
9027,M,297.5,308.4,1685,28.1,15.0,0,0,0,0,0,0,0,0,1,0.3157622301609588
9426,M,298.1,308.6,1415,46.3,27.0,0,0,0,0,0,0,0,0,1,0.31576223014689436
443,L,297.4,308.5,1399,61.5,61.0,1,0,0,1,0,0,0,1,0,0.3157622301456806
111,L,298.8,308.6,1872,22.5,82.0,0,0,0,0,0,0,0,1,0,0.31576223016635824
3191,L,300.1,309.2,1599,30.1,216.0,0,0,0,0,0,0,0,1,0,0.3157622301575216
2019,L,298.7,308.5,1375,46.4,48.0,0,0,0,0,0,0,0,1,0,0.3157622301437479
6448,L,300.6,310.1,1337,45.8,62.0,0,0,0,0,0,0,0,1,0,0.3157622301403841
7063,M,300.6,310.4,1407,51.1,157.0,0,0,0,0,0,0,0,0,1,0.31576223014629473
9534,L,299.2,310.5,1705,29.5,95.0,0,0,0,0,0,0,0,1,0,0.3157622301616574
4488,L,302.5,310.5,1436,36.5,43.0,0,0,0,0,0,0,0,1,0,0.3157622301484032
9270,L,300.1,308.8,1354,60.9,108.0,0,0,0,0,0,0,0,1,0,0.3157622301419376
2312,M,299.1,308.6,1491,38.5,108.0,0,0,0,0,0,0,0,0,1,0.3157622301519487
1255,H,297.5,308.8,1430,49.4,2.0,0,0,0,0,0,0,1,0,0,0.31576223014798155
8328,M,298.7,309.6,1254,57.1,124.0,0,0,0,0,0,0,0,0,1,0.31576223013147287
6913,M,300.8,311.2,1634,31.9,178.0,0,0,0,0,0,0,0,0,1,0.3157622301590116
9902,M,298.7,309.2,1423,48.9,187.0,0,0,0,0,0,0,0,0,1,0.31576223014748017
9096,L,300.1,310.0115802171291,1458,45.7,202.0,0,0,0,0,0,0,0,1,0,0.3157622301498884
3251,H,301.2,309.8,1709,27.0,151.0,0,0,0,0,0,0,1,0,0,0.31576223016179306
8209,L,299.2,310.7,1477,44.0,19.0,0,0,0,0,0,0,0,1,0,0.315762230151098
5104,L,304.1,313.4,1399,43.7,111.0,0,0,0,0,0,0,0,1,0,0.3157622301456806
2486,L,298.8,308.6,1593,35.5,175.0,0,0,0,0,0,0,0,1,0,0.31576223015725235
4538,L,300.1,310.0115802171291,1548,35.3,170.0,0,0,0,0,0,0,0,1,0,0.31576223015509125
6609,M,301.5,310.4,1593,36.8,50.0,0,0,0,0,0,0,0,0,1,0.31576223015725235
1818,L,300.1,307.7,1664,27.6,145.0,0,0,0,0,0,0,0,1,0,0.315762230160187
429,M,297.6,308.6,1595,36.9,25.0,0,0,0,0,0,0,0,0,1,0.31576223015734256
6337,L,300.4,309.8,1395,48.1,201.0,0,0,0,0,0,0,0,1,0,0.3157622301453681
2787,M,300.2,310.0115802171291,1630,28.3,51.0,0,0,0,0,0,0,0,0,1,0.315762230158848
5122,L,304.2,313.6,1469,40.0,154.0,0,0,0,0,0,0,0,1,0,0.3157622301505966
9897,M,298.8,309.3,1618,35.1,173.0,0,0,0,0,0,0,0,0,1,0.3157622301583471
4611,L,300.1,311.2,1394,45.3,144.0,0,0,0,0,0,0,0,1,0,0.31576223014528937
5743,L,302.3,311.7,1414,47.0,11.0,0,0,0,0,0,0,0,1,0,0.3157622301468202
6953,L,300.1,311.3,1498,40.2,73.0,0,0,0,0,0,0,0,1,0,0.3157622301523617
9984,L,298.7,310.0115802171291,1694,28.7,195.0,0,0,0,0,0,0,0,1,0,0.3157622301612774
1664,M,298.1,307.9,1759,28.6,176.0,0,0,0,0,0,0,0,0,1,0.31576223016338284
2440,L,300.1,308.4,1693,31.6,108.0,0,0,0,0,0,0,0,1,0,0.31576223016124233
2034,H,300.1,308.5,1359,47.6,85.0,0,0,0,0,0,0,1,0,0,0.31576223014237925
7572,L,300.3,311.1,1606,30.9,108.0,0,0,0,0,0,0,0,1,0,0.3157622301578305
8195,L,299.4,310.7,1426,45.7,213.0,0,0,0,0,0,0,0,1,0,0.3157622301476963
6658,L,301.4,310.3,1374,47.6,176.0,0,0,0,0,0,0,0,1,0,0.3157622301436643
5777,L,301.6,311.1,1325,49.2,104.0,0,0,0,0,0,0,0,1,0,0.3157622301392371
8338,M,298.8,309.7,1589,35.3,149.0,0,0,0,0,0,0,0,0,1,0.3157622301570705
4507,M,302.4,310.1,1520,36.6,97.0,0,0,0,0,0,0,0,0,1,0.3157622301536088
7432,M,300.0,311.4,1352,61.8,10.0,0,0,0,0,0,0,0,0,1,0.315762230141759
4707,L,303.5,311.7,1959,22.3,157.0,0,0,0,0,0,0,0,1,0,0.3157622301681876
4210,M,302.2,310.8,1422,47.0,3.0,0,0,0,0,0,0,0,0,1,0.3157622301474077
1501,M,298.0,308.7,2101,17.4,198.0,0,0,0,0,0,0,0,0,1,0.31576223017053817
2704,M,300.1,309.2,1372,58.2,65.0,0,0,0,0,0,0,0,0,1,0.31576223014349625
4123,L,302.2,310.6,1462,43.6,0.0,0,0,0,0,0,0,0,1,0,0.31576223015014854
128,L,298.9,308.6,1413,46.5,122.0,0,0,0,0,0,0,0,1,0,0.31576223014674576
5660,M,300.1,311.5,1674,30.0,12.0,0,0,0,0,0,0,0,0,1,0.31576223016055954
7763,M,300.3,311.5,1400,43.8,0.0,0,0,0,0,0,0,0,0,1,0.3157622301457582
2953,H,300.7,309.5,1667,30.5,29.0,0,0,0,0,0,0,1,0,0,0.31576223016029975
8398,L,298.5,309.6,1724,26.4,100.0,0,0,0,0,0,0,0,1,0,0.31576223016229027
8403,L,298.5,309.5,1370,52.4,113.0,0,0,0,0,0,0,0,1,0,0.31576223014332727
6176,L,300.9,310.8,1517,44.3,4.0,0,0,0,0,0,0,0,1,0,0.3157622301534432
3743,L,302.4,311.4,1564,35.0,122.0,0,0,0,0,0,0,0,1,0,0.31576223015588933
1155,L,300.1,307.9,1626,29.9,177.0,0,0,0,0,0,0,0,1,0,0.31576223015868277
8215,L,299.2,310.5,1391,45.8,38.0,0,0,0,0,0,0,0,1,0,0.3157622301450518
1639,L,297.9,307.8,1397,45.0,104.0,0,0,0,0,0,0,0,1,0,0.31576223014552485
504,M,297.6,309.2,1442,48.1,0.0,0,0,0,0,0,0,0,0,1,0.31576223014881766
6178,L,301.0,310.8,1527,45.3,108.0,0,0,0,0,0,0,0,1,0,0.3157622301539901
1929,L,298.0,310.0115802171291,1623,29.9,24.0,0,0,0,0,0,0,0,1,0,0.3157622301585577
7754,M,300.5,311.8,1591,42.0,182.0,0,0,0,0,0,0,0,0,1,0.31576223015716165
3236,L,300.8,309.4,1946,20.5,111.0,0,0,0,0,0,0,0,1,0,0.31576223016793564
2292,M,299.5,308.8,1886,20.9,117.0,0,0,0,0,0,0,0,0,1,0.3157622301666766
2295,L,299.4,310.0115802171291,1627,32.6,124.0,0,0,0,0,0,0,0,1,0,0.31576223015872423
8409,M,298.5,309.6,1572,33.0,127.0,0,0,0,0,0,0,0,0,1,0.31576223015627586
5924,M,300.4,310.3,1537,35.0,33.0,0,0,0,0,0,0,0,0,1,0.3157622301545222
4888,L,303.7,312.5,1481,33.3,182.0,0,0,0,0,0,0,0,1,0,0.3157622301513445
9671,L,299.0,310.0115802171291,1690,30.7,244.0,0,0,0,0,0,0,0,1,0,0.3157622301611367
5439,L,302.9,312.5,1683,32.1,85.0,0,0,0,0,0,0,0,1,0,0.31576223016088695
8643,M,297.5,308.4,1596,36.6,80.0,0,0,0,0,0,0,0,0,1,0.3157622301573875
9607,L,298.9,310.1,1401,44.4,76.0,0,0,0,0,0,0,0,1,0,0.31576223014583554
5135,L,304.1,313.3,1438,45.5,188.0,0,0,0,0,0,0,0,1,0,0.3157622301485422
8889,M,297.7,310.0115802171291,1530,39.1,108.0,0,0,0,0,0,0,0,0,1,0.3157622301541512
21,H,298.9,309.3,1375,42.7,58.0,0,0,0,0,0,0,1,0,0,0.3157622301437479
6276,L,301.3,310.8,1628,32.2,43.0,0,0,0,0,0,0,0,1,0,0.31576223015876564
2033,L,298.8,310.0115802171291,1444,42.2,83.0,0,0,0,0,0,0,0,1,0,0.3157622301489542
7230,L,299.8,309.8,1749,33.4,108.0,0,0,0,0,0,0,0,1,0,0.3157622301630799
1604,M,297.8,307.8,1622,32.1,18.0,0,0,0,0,0,0,0,0,1,0.3157622301585158
1513,H,298.0,308.7,1503,36.3,5.0,0,0,0,0,0,0,1,0,0,0.31576223015265187
583,L,297.8,310.0115802171291,1341,49.2,208.0,0,0,0,0,0,0,0,1,0,0.3157622301407571
2375,M,299.2,308.4,1538,38.0,98.0,0,0,0,0,0,0,0,0,1,0.31576223015457466
5566,L,302.4,311.9,1671,29.9,204.0,0,0,0,0,0,0,0,1,0,0.31576223016044874
5674,L,302.2,311.6,1462,50.0,51.0,0,0,0,0,0,0,0,1,0,0.31576223015014854
3257,L,301.1,309.8,1519,39.6,167.0,0,0,0,0,0,0,0,1,0,0.31576223015355376
3100,M,299.9,309.1,1513,43.8,188.0,0,0,0,0,0,0,0,0,1,0.3157622301532202
3583,L,301.8,310.6,1395,50.5,131.0,0,0,0,0,0,0,0,1,0,0.3157622301453681
4957,M,303.8,312.5,2344,15.2,146.0,0,0,0,0,0,0,0,0,1,0.3157622301733138
8454,L,298.6,310.0115802171291,1564,37.1,30.0,0,0,0,0,0,0,0,1,0,0.31576223015588933
4072,L,301.9,310.6,1331,68.6,85.0,1,0,0,1,0,0,0,1,0,0.31576223013981597
5267,M,303.4,312.8,1518,38.7,103.0,0,0,0,0,0,0,0,0,1,0.3157622301534985
9892,L,298.8,309.5,1374,48.1,159.0,0,0,0,0,0,0,0,1,0,0.3157622301436643
3356,L,301.5,310.8,1367,49.0,193.0,0,0,0,0,0,0,0,1,0,0.31576223014307186
8065,L,300.5,311.8,1596,34.8,87.0,0,0,0,0,0,0,0,1,0,0.3157622301573875
2711,L,299.6,309.1,1574,39.2,83.0,0,0,0,0,0,0,0,1,0,0.3157622301563712
2271,L,299.3,310.0115802171291,1437,48.1,67.0,0,0,0,0,0,0,0,1,0,0.3157622301484728
4894,M,303.8,312.5,1448,44.3,195.0,0,0,0,0,0,0,0,0,1,0.315762230149225
4852,L,303.7,310.0115802171291,1363,51.8,90.0,1,0,1,0,0,0,0,1,0,0.31576223014272764
8129,L,300.1,311.4,1629,31.3,41.0,0,0,0,0,0,0,0,1,0,0.3157622301588069
2226,M,299.7,309.0,1465,49.0,158.0,0,0,0,0,0,0,0,0,1,0.31576223015034166
6053,L,300.9,311.0,2003,20.2,138.0,0,0,0,0,0,0,0,1,0,0.3157622301689908
2980,L,300.5,309.5,1542,38.5,108.0,0,0,0,0,0,0,0,1,0,0.315762230154783
9962,L,298.2,307.9,1399,54.9,139.0,0,0,0,0,0,0,0,1,0,0.3157622301456806
9344,M,298.3,308.8,1391,50.4,108.0,0,0,0,0,0,0,0,0,1,0.3157622301450518
5398,M,302.8,312.3,1416,42.7,241.0,0,0,0,0,0,0,0,0,1,0.31576223014696836
3302,L,300.1,310.5,1365,47.7,70.0,0,0,0,0,0,0,0,1,0,0.31576223014290034
2338,L,299.2,308.4,1877,23.9,4.0,0,0,0,0,0,0,0,1,0,0.3157622301664731
2309,L,299.1,308.5,1371,55.5,159.0,0,0,0,0,0,0,0,1,0,0.3157622301434119
6511,L,301.1,310.2,1455,55.3,9.0,0,0,0,0,0,0,0,1,0,0.3157622301496914
6114,M,300.7,310.8,1724,30.0,76.0,0,0,0,0,0,0,0,0,1,0.31576223016229027
2577,L,299.5,309.3,1523,41.5,181.0,0,0,0,0,0,0,0,1,0,0.3157622301537731
133,M,298.7,308.4,1441,43.2,132.0,0,0,0,0,0,0,0,0,1,0.3157622301487491
667,L,297.5,309.0,1470,43.5,191.0,0,0,0,0,0,0,0,1,0,0.3157622301506599
8428,L,299.1,310.4,1505,46.1,176.0,0,0,0,0,0,0,0,1,0,0.3157622301527668
2112,L,300.1,309.0,1436,47.9,75.0,0,0,0,0,0,0,0,1,0,0.3157622301484032
963,M,295.8,306.6,1480,43.2,92.0,0,0,0,0,0,0,0,0,1,0.31576223015128313
7967,L,301.0,312.2,1602,35.9,67.0,0,0,0,0,0,0,0,1,0,0.31576223015765464
5879,L,301.4,311.0,1533,45.8,125.0,0,0,0,0,0,0,0,1,0,0.3157622301543111
6410,L,300.3,310.0,1560,40.8,182.0,0,0,0,0,0,0,0,1,0,0.315762230155693
8792,M,297.4,308.5,1412,45.5,49.0,0,0,0,0,0,0,0,0,1,0.31576223014667115
1465,L,298.8,310.0,1412,46.3,107.0,0,0,0,0,0,0,0,1,0,0.31576223014667115
780,L,296.8,308.0,1666,29.8,41.0,0,0,0,0,0,0,0,1,0,0.3157622301602623
4006,M,302.0,311.1,1406,48.8,159.0,0,0,0,0,0,0,0,0,1,0.31576223014621874
8813,M,297.2,308.4,1378,41.9,97.0,0,0,0,0,0,0,0,0,1,0.3157622301439972
9284,M,298.3,309.0,1802,27.5,71.0,0,0,0,0,0,0,0,0,1,0.3157622301646071
5004,L,303.7,312.8,1437,51.3,42.0,0,0,0,0,0,0,0,1,0,0.3157622301484728
9964,L,298.3,307.9,1435,39.9,143.0,0,0,0,0,0,0,0,1,0,0.31576223014833343
4987,L,303.7,312.9,1502,40.5,0.0,0,0,0,0,0,0,0,1,0,0.31576223015259414
8097,M,300.2,311.7,1555,37.4,169.0,0,0,0,0,0,0,0,0,1,0.31576223015544463
9424,L,298.1,310.0115802171291,1676,30.5,22.0,0,0,0,0,0,0,0,1,0,0.31576223016063293
1565,M,298.0,308.2,2090,19.0,143.0,0,0,0,0,0,0,0,0,1,0.3157622301703793
1441,M,298.8,309.9,1741,27.7,50.0,0,0,0,0,0,0,0,0,1,0.31576223016283234
844,L,296.6,307.5,1485,42.7,204.0,0,0,0,0,0,0,0,1,0,0.3157622301515882
4699,L,303.4,311.6,1564,41.9,137.0,0,0,0,0,0,0,0,1,0,0.31576223015588933
562,M,300.1,309.4,1678,34.4,148.0,0,0,0,0,0,0,0,0,1,0.315762230160706
9741,M,298.9,310.0115802171291,1655,31.5,172.0,0,0,0,0,0,0,0,0,1,0.3157622301598437
5947,L,300.7,310.8,1496,46.4,90.0,0,0,0,0,0,0,0,1,0,0.3157622301522445
8422,L,298.9,310.3,1496,36.3,161.0,0,0,0,0,0,0,0,1,0,0.3157622301522445
7228,L,299.7,309.6,1720,27.1,146.0,0,0,0,0,0,0,0,1,0,0.31576223016215943
2291,M,299.5,308.7,1321,51.9,114.0,0,0,0,0,0,0,0,0,1,0.315762230138845
137,H,298.7,308.5,1420,45.7,143.0,0,0,0,0,0,0,1,0,0,0.31576223014726207
7691,M,300.1,311.6,1577,36.5,4.0,0,0,0,0,0,0,0,0,1,0.3157622301565133
1129,M,300.1,307.9,1843,25.2,116.0,0,0,0,0,0,0,0,0,1,0.3157622301656663
6491,L,300.7,309.9,1383,44.5,176.0,0,0,0,0,0,0,0,1,0,0.3157622301444077
7328,M,299.9,310.5,1576,39.4,183.0,0,0,0,0,0,0,0,0,1,0.31576223015646604
1473,M,298.5,309.6,1438,44.5,108.0,0,0,0,0,0,0,0,0,1,0.3157622301485422
4476,L,302.7,310.0115802171291,1351,41.8,10.0,1,0,1,0,0,0,0,1,0,0.3157622301416694
3575,L,300.1,310.6,1406,46.0,112.0,0,0,0,0,0,0,0,1,0,0.31576223014621874
8809,L,297.4,308.6,1446,48.1,88.0,0,0,0,0,0,0,0,1,0,0.31576223014909
2162,L,299.4,309.1,1464,40.5,215.0,0,0,0,0,0,0,0,1,0,0.31576223015027743
367,M,297.6,308.5,1552,40.9,90.0,0,0,0,0,0,0,0,0,1,0.315762230155294
4181,L,302.4,310.8,1686,28.8,150.0,0,0,0,0,0,0,0,1,0,0.31576223016099453
9346,L,298.2,308.8,1442,47.0,18.0,0,0,0,0,0,0,0,1,0,0.31576223014881766
6434,L,300.3,309.9,1570,34.0,31.0,0,0,0,0,0,0,0,1,0,0.31576223015618
5234,L,303.6,312.9,1450,45.3,29.0,0,0,0,0,0,0,0,1,0,0.31576223014935917
7641,L,300.4,311.3,1608,35.1,114.0,0,0,0,0,0,0,0,1,0,0.3157622301579177
